company name,gvkey,NAICS,SIC,ticker,industry sector,weburl,ff5 sector
OHIO VALLEY BANC CORP,19137,522110,6020,OVBC,Banks,ovbc.com,5
KINDRED BIOSCIENCES INC,19143,325414,2836,KIN,Drugs,kindredbio.com,4
ULTRAGENYX PHARMACEUTICAL,19149,325414,2836,RARE,Drugs,ultragenyx.com,4
OLD SECOND BANCORP INC/IL,19150,522110,6020,OSBC,Banks,oldsecond.com,5
CARA THERAPEUTICS INC,19154,325414,2836,CARA,Drugs,caratherapeutics.com,4
PENNS WOODS BANCORP INC,19159,522110,6020,PWOD,Banks,jssb.com,5
EXTENDED STAY AMERICA INC,19163,721110,7011,STAY,Meals,extendedstayamerica.com,5
DEL TACO RESTAURANTS INC,19168,722513,5812,TACO,Meals,deltaco.com,1
RSP PERMIAN INC,19171,211111,1311,RSPP,Oil,rsppermian.com,2
A-MARK PRECIOUS METALS INC,19172,423510,5051,AMRK,Whlsl,amark.com,1
VINCE HOLDING CORP,19175,315,2300,VNCE,Clths,vince.com,1
CYPRESS ENERGY PARTNERS LP,19184,213112,1389,CELP,Oil,cypressenergy.com,2
CAPRICOR THERAPEUTICS INC,19205,325414,2836,CAPR,Drugs,capricor.com,4
NORTHERN TECH INTL,19209,325998,2890,NTIC,Chems,ntic.com,2
COMMUNITY TRUST BANCORP INC,19262,522110,6020,CTBI,Banks,ctbi.com,5
ENABLE MIDSTREAM PARTNERS LP,19273,486210,4922,ENBL,Util,enablemidstream.com,2
INOGEN INC,19274,334510,3845,INGN,MedEq,inogen.com,4
BLUEROCK RESIDENTIAL GROWTH,19275,531110,6798,BRG,Fin,bluerockresidential.com,5
CHENIERE ENERGY PTNRS LP LLC,19296,221210,4924,CQH,Util,cheniere.com,2
PREFORMED LINE PRODUCTS CO,19305,335932,3640,PLPC,ElcEq,preformed.com,1
PARK NATIONAL CORP,19318,522110,6020,PRK,Banks,parknationalcorp.com,5
ECO-STIM ENERGY SOLUTIONS,19350,213112,1389,ESES,Oil,ecostim-es.com,2
CARE.COM INC,19352,519130,7370,CRCM,BusSv,care.com,3
SIMMONS FIRST NATL CP  -CL A,19355,522110,6020,SFNC,Banks,simmonsbank.com,5
RICE ENERGY INC,19377,211111,1311,RICE,Oil,riceenergy.com,2
MALIBU BOATS INC,19391,336612,3730,MBUU,Ships,malibuboats.com,2
DENNYS CORP,19398,722511,5812,DENN,Meals,dennys.com,1
G-III APPAREL GROUP LTD,19402,315280,2300,GIII,Clths,giii.com,1
INTRA-CELLULAR THERAPIES INC,19412,325414,2836,ITCI,Drugs,intracellulartherapies.com,4
GENOCEA BIOSCIENCES INC,19425,325414,2836,GNCA,Drugs,genocea.com,4
GREAT SOUTHERN BANCORP,19428,522110,6020,GSBC,Banks,greatsouthernbank.com,5
PERMA-PIPE INTERNATIONAL HOL,19431,332996,3490,PPIH,BldMt,permapipe.com,2
PANHANDLE OIL & GAS INC,19433,211111,1311,PHX,Oil,panhandleoilandgas.com,2
LADDER CAPITAL CORP,19440,525990,6798,LADR,Fin,laddercapital.com,5
CONTINENTAL BUILDING PRODS,19442,327420,3270,CBPX,BldMt,continental-bp.com,2
DICERNA PHARMACEUTICALS INC,19470,325414,2836,DRNA,Drugs,dicerna.com,4
REVANCE THERAPEUTICS INC,19471,325414,2836,RVNC,Drugs,revance.com,4
FORTRESS TRANS INFRASTR INVS,19484,532411,7359,FTAI,BusSv,ftandi.com,5
OUTFRONT MEDIA INC,19507,531190,6798,OUT,Fin,outfrontmedia.com,5
FLEXION THERAPEUTICS INC,19511,325412,2834,FLXN,Drugs,flexiontherapeutics.com,4
INSTALLED BLDG PRODUCTS INC,19516,238310,1700,IBP,Cnstr,installedbuildingproducts.com,5
ONE GAS INC,19517,221210,4924,OGS,Util,onegas.com,2
KNOWLES CORP,19518,334419,3670,KN,Chips,knowles.com,3
AGROFRESH SOLUTIONS INC,19525,325320,2870,AGFS,Chems,agrofresh.com,2
FARMLAND PARTNERS INC,19526,531190,6798,FPI,Fin,farmlandpartners.com,5
1347 PROPERTY INS HLDGS INC,19528,524126,6331,PIH,Insur,1347pih.com,5
COASTWAY BANCORP INC,19529,522120,6035,CWAY,Banks,coastway.com,5
CONCERT PHARMACEUTICLS INC,19534,325414,2836,CNCE,Drugs,concertpharma.com,4
AMERICAN CAPITAL SR FLTG LTD,19545,523910,6797,ACSF,,acsf.com,5
S & T BANCORP INC,19570,522110,6020,STBA,Banks,stbancorp.com,5
NEW MEDIA INVESTMENT GROUP,19574,511110,2711,NEWM,Books,newmediainv.com,1
TRONC INC,19578,511110,2711,TRNC,Books,tronc.com,1
TIME INC,19580,511120,2721,TIME,Books,timeinc.com,1
LANDS' END INC,19581,454111,5961,LE,Rtail,landsend.com,1
CARETRUST REIT INC,19582,531120,6798,CTRE,Fin,caretrustreit.com,5
CYMABAY THERAPEUTICS INC,19600,325414,2836,CBAY,Drugs,cymabay.com,4
TURTLE BEACH CORP,19602,334310,3651,HEAR,Toys,turtlebeach.com,1
RAND CAPITAL CORP,19605,523910,6797,RAND,,randcapital.com,5
LENDINGCLUB CORP,19647,522291,6141,LC,Banks,lendingclub.com,5
SABRE CORP,19649,519130,7370,SABR,BusSv,sabre.com,3
OXBRIDGE RE HOLDINGS LTD,19712,524130,6331,OXBR,Insur,oxbridgere.com,5
UNION BANKSHARES CORP,19713,522110,6020,UBSH,Banks,bankatunion.com,5
AQUINOX PHARMACEUTICALS INC,19717,325412,2834,AQXP,Drugs,aqxpharma.com,4
ACHAOGEN INC,19718,325414,2836,AKAO,Drugs,achaogen.com,4
RESONANT INC,19719,334413,3674,RESN,Chips,resonant.com,3
PAYLOCITY HOLDING CORP,19730,519130,7370,PCTY,BusSv,paylocity.com,3
QUOTIENT TECHNOLOGY INC,19747,519130,7370,QUOT,BusSv,quotient.com,3
CM FINANCE INC,19752,523910,6797,CMFN,,cmfn-inc.com,5
RUBICON PROJECT INC,19753,519130,7370,RUBI,BusSv,rubiconproject.com,3
DIPEXIUM PHARMACEUTICALS INC,19757,325412,2834,DPRX,Drugs,dipexiumpharmaceuticals.com,4
CONTRAVIR PHARMACEUTICALS,19761,325414,2836,CTRV,Drugs,contravir.com,4
ANTERO MIDSTREAM PARTNERS LP,19770,211111,1311,AM,Oil,anteromidstream.com,2
CASTLIGHT HEALTH INC,19773,519130,7370,CSLT,BusSv,castlighthealth.com,3
EAGLE PHARMACEUTICALS INC,19784,325412,2834,EGRX,Drugs,eagleus.com,4
UNIVEST CORP OF PENNSYLVANIA,19817,522110,6020,UVSP,Banks,univest.net,5
VERSARTIS INC,19832,325414,2836,VSAR,Drugs,versartis.com,4
SMART & FINAL STORES INC,19843,445110,5411,SFS,Rtail,smartandfinal.com,1
A10 NETWORKS INC,19849,334118,3576,ATEN,Comps,a10networks.com,3
CITY OFFICE REIT INC,19851,531120,6798,CIO,Fin,cityofficereit.com,5
VERITIV CORP,19858,424110,5110,VRTV,Whlsl,veritivcorp.com,1
AKEBIA THERAPEUTICS INC,19859,325414,2836,AKBA,Drugs,akebia.com,4
WASHINGTON TR BANCORP INC,19873,522110,6020,WASH,Banks,washtrust.com,5
Q2 HOLDINGS INC,19877,519130,7370,QTWO,BusSv,q2ebanking.com,3
2U INC,19881,519130,7370,TWOU,BusSv,2u.com,3
AEROHIVE NETWORKS INC,19898,334118,3576,HIVE,Comps,aerohive.com,3
GRUBHUB INC,19906,519130,7370,GRUB,BusSv,grubhub.com,3
FIVE9 INC,19908,519130,7370,FIVN,BusSv,five9.com,3
CORIUM INTERNATIONAL INC,19912,325412,2834,CORI,Drugs,coriumgroup.com,4
TRIPLEPOINT VENTURE GWTH BDC,19925,523910,6797,TPVG,,tpvg.com,5
MOELIS & CO,19927,523930,6282,MC,Fin,moelis.com,5
ENLINK MIDSTREAM LLC,19935,486210,4922,ENLC,Util,enlink.com,2
POPE RESOURCES/DE  -LP,19965,113110,800,POPE,BldMt,poperesources.com,1
APPLIED GENETIC TECHNOLOGIES,19967,325414,2836,AGTC,Drugs,agtc.com,4
TPG SPECIALTY LENDING INC,19974,523999,6797,TSLX,,tpgspecialtylending.com,5
ENERGOUS CORP,19977,335999,3690,WATT,ElcEq,energous.com,3
MEDPACE HOLDINGS INC,19998,541712,8731,MEDP,BusSv,rebeccafellman.com,3
K2M GROUP HOLDINGS INC,20003,339112,3841,KTWO,MedEq,k2m.com,4
AGILE THERAPEUTICS INC,20010,325412,2834,AGRX,Drugs,agiletherapeutics.com,4
TIMKENSTEEL CORP,20011,331110,3312,TMST,Steel,timkensteel.com,2
ALDEYRA THERAPEUTICS INC,20018,325414,2836,ALDX,Drugs,aldeyra.com,4
CVB FINANCIAL CORP,20019,522110,6020,CVBF,Banks,cbbank.com,5
CIVEO CORP,20020,721,7011,CVEO,Meals,civeo.com,5
CAPITAL SOUTHWEST CORP,20029,523999,6797,CSWC,,capitalsouthwest.com,5
ALDER BIOPHARMACEUTICALS INC,20033,325414,2836,ALDR,Drugs,alderbio.com,4
SCYNEXIS INC,20040,325414,2836,SCYX,Drugs,scynexis.com,4
ADAMAS PHARMACEUTICALS INC,20042,325412,2834,ADMS,Drugs,adamaspharma.com,4
PRESBIA PLC,20043,339112,3841,LENS,MedEq,presbia.com,4
BG STAFFING INC,20044,561320,7363,BGSF,BusSv,bgstaffing.com,5
BOX INC,20088,519130,7370,BOX,BusSv,box.com,3
SERVICEMASTER GLOBAL HLDGS,20089,561710,7340,SERV,BusSv,servicemaster.com,5
FS INVESTMENT CORP,20105,523999,6797,FSIC,,fsinvestmentcorp.com,5
CAPITAL CITY BK GROUP INC,20109,522110,6020,CCBG,Banks,ccbg.com,5
ZOE'S KITCHEN INC,20113,722511,5812,ZOES,Meals,zoeskitchen.com,1
PHIBRO ANIMAL HEALTH CORP,20115,325411,2833,PAHC,Drugs,pahc.com,4
PAYCOM SOFTWARE INC,20116,519130,7370,PAYC,BusSv,paycom.com,3
ADVANCED DRAINAGE SYSTEMS,20126,326122,3080,WMS,Rubbr,ads-pipe.com,2
QUOTIENT LTD,20135,325413,2835,QTNT,Drugs,quotientbd.com,4
MEDICAL TRANSCRIPTION BILLNG,20143,519130,7370,MTBC,BusSv,mtbc.com,3
SUPERIOR DRILLING PRODUCTS,20147,333132,3533,SDPI,Mach,sdpi.com,2
CERULEAN PHARMA INC,20183,325414,2836,CERU,Drugs,ceruleanrx.com,4
SCOTTS MIRACLE-GRO CO,20185,3253,2870,SMG,Chems,scotts.com,2
ICONIX BRAND GROUP INC,20204,533110,6794,ICON,Fin,iconixbrand.com,5
MINERVA NEUROSCIENCES INC,20225,325414,2836,NERV,Drugs,minervaneurosciences.com,4
CATALENT INC,20228,325412,2834,CTLT,Drugs,catalent.com,4
ZENDESK INC,20229,519130,7370,ZEN,BusSv,zendesk.com,3
KEYSIGHT TECHNOLOGIES INC,20232,334515,3825,KEYS,LabEq,keysight.com,3
THERAVANCE BIOPHARMA INC,20233,325414,2836,TBPH,Drugs,theravance.com,4
NOW INC,20235,423830,5084,DNOW,Whlsl,distributionnow.com,1
CASCADIAN THERAPEUTICS INC,20245,325414,2836,CASC,Drugs,cascadianrx.com,4
NEW YORK REIT INC,20280,531120,6798,NYRT,Fin,nyrt.com,5
PARSLEY ENERGY INC,20298,211111,1311,PE,Oil,parsleyenergy.com,2
LIVE OAK BANCSHARES INC,20299,522110,6020,LOB,Banks,liveoakbank.com,5
MOBILEIRON INC,20330,519130,7370,MOBL,BusSv,mobileiron.com,3
COTT CORP QUE,20338,312111,2086,COT,Soda,cott.com,1
WASHINGTON PRIME GROUP INC,20344,531120,6798,WPG,Fin,washingtonprime.com,5
PAPA MURPHY'S HOLDINGS INC,20407,722513,5812,FRSH,Meals,papamurphys.com,1
ARES MANAGEMENT LP,20412,523920,6282,ARES,Fin,aresmgmt.com,5
HERITAGE INSURANCE HOLDINGS,20422,524126,6331,HRTG,Insur,heritagepci.com,5
CAESARS ENTERTAINMENT CORP,20423,721120,7990,CZR,Fun,caesars.com,5
SLM CORP,20430,5222,6141,SLM,Banks,salliemae.com,5
WESTLAKE CHEMICAL PRTNRS LP,20473,325199,2860,WLKP,Chems,wlkpartners.com,2
RAYONIER ADVANCED MATERIALS,20502,3252,2820,RYAM,Chems,rayonieram.com,2
ECLIPSE RESOURCES CORP,20513,211111,1311,ECR,Oil,eclipseresources.com,2
LIMBACH HOLDINGS INC,20517,238,1700,LMB,Cnstr,limbachinc.com,5
VIPER ENERGY PARTNERS LP,20534,533110,6792,VNOM,Fin,viperenergy.com,5
JP ENERGY PARTNERS LP,20537,486110,4610,JPEP,Trans,americanmidstream.com,5
PBF LOGISTICS LP,20539,486110,4610,PBFX,Trans,pbflogistics.com,5
TRUECAR INC,20540,519130,7370,TRUE,BusSv,truecar.com,3
CABOT OIL & GAS CORP,20548,211111,1311,COG,Oil,cabotog.com,2
ALCENTRA CAPITAL CORP,20550,523999,6797,ABDC,,alcentracapital.com,5
MARINUS PHARMACEUTICALS INC,20567,325414,2836,MRNS,Drugs,marinuspharma.com,4
MDC PARTNERS INC,20570,541810,7311,MDCA,BusSv,mdc-partners.com,5
NOVAGOLD RESOURCES LTD,20600,21222,1040,NG,Gold,novagold.com,5
NEXEO SOLUTIONS INC,20619,4246,5160,NXEO,Whlsl,nexeosolutions.com,1
INVESTAR HOLDING CORP,20628,522110,6020,ISTR,Banks,investarbank.com,5
KITE PHARMA INC,20643,325414,2836,KITE,Drugs,kitepharma.com,4
GOPRO INC,20644,333316,3861,GPRO,Hshld,gopro.com,2
ARDELYX INC,20645,325414,2836,ARDX,Drugs,ardelyx.com,4
SYNDAX PHARMACEUTICALS INC,20649,325414,2836,SNDX,Drugs,mikeyoung.com,4
DENBURY RESOURCES INC,20653,211111,1311,DNR,Oil,denbury.com,2
NEXTERA ENERGY PARTNERS LP,20655,2211,4911,NEP,Util,nexteraenergypartners.com,2
AMPHASTAR PHARMACEUTICLS INC,20659,325412,2834,AMPH,Drugs,amphastar.com,4
VECTRUS INC,20661,561210,8744,VEC,BusSv,vectrus.com,5
FIRST FOUNDATION INC,20677,522110,6020,FFWM,Banks,ff-inc.com,5
SYNCHRONY FINANCIAL,20686,522210,6141,SYF,Banks,synchrony.com,5
KIMBALL ELECTRONICS INC,20692,334413,3674,KE,Chips,kimballelectronics.com,3
MASONITE INTERNATIONAL CORP,20696,321911,2430,DOOR,BldMt,masonite.com,5
LIBERTY TRIPADVISOR HOLDINGS,20699,519130,7370,LTRPA,BusSv,libertytripadvisorholdings.com,3
SPARK ENERGY INC,20740,2211,4931,SPKE,Util,sparkenergy.com,2
ZAFGEN INC,20742,325414,2836,ZFGN,Drugs,zafgen.com,4
TESCO CORP,20747,333132,3533,TESO,Mach,tescocorp.com,2
ARISTA NETWORKS INC,20748,334118,3576,ANET,Comps,arista.com,3
CISCO SYSTEMS INC,20779,334210,3576,CSCO,Comps,cisco.com,3
BLACKSTONE MORTGAGE TR INC,20791,525990,6798,BXMT,Fin,blackstonemortgagetrust.com,5
PFENEX INC,20798,325414,2836,PFNX,Drugs,pfenex.com,4
INVENTERGY GLOBAL INC,20810,533110,6794,INVT,Fin,inventergy.com,5
HEALTHEQUITY INC,20823,519130,7370,HQY,BusSv,healthequity.com,3
HOLOGIC INC,20904,334517,3844,HOLX,MedEq,hologic.com,4
BLUE HILLS BANCORP INC,20913,522120,6036,BHBK,Banks,bluehillsbancorp.com,5
TRUPANION INC,20935,524114,6324,TRUP,Insur,trupanion.com,5
SAGE THERAPEUTICS INC,20943,325414,2836,SAGE,Drugs,sagerx.com,4
SHELL MIDSTREAM PARTNERS LP,20944,486,4610,SHLX,Trans,shellmidstreampartners.com,5
IRADIMED CORP,20945,339112,3841,IRMD,MedEq,iradimed.com,4
PDVWIRELESS INC,20961,517919,4899,PDVW,Telcm,pdvwireless.com,3
ZOSANO PHARMA CORP,21003,325412,2834,ZSAN,Drugs,zosanopharma.com,4
LANTHEUS HOLDINGS INC,21004,325413,2835,LNTH,Drugs,lantheus.com,4
INTERSECT ENT INC,21006,339113,3842,XENT,MedEq,intersectent.com,4
IMMUNE DESIGN CORP,21008,325414,2836,IMDZ,Drugs,immunedesign.com,4
ATARA BIOTHERAPEUTICS INC,21012,325414,2836,ATRA,Drugs,atarabio.com,4
OCULAR THERAPEUTIX INC,21015,325414,2836,OCUL,Drugs,ocutx.com,4
LOXO ONCOLOGY INC,21016,325414,2836,LOXO,Drugs,loxooncology.com,4
ADVERUM BIOTECHNOLOGIES,21020,325414,2836,ADVM,Drugs,adverum.com,4
VIKING THERAPEUTICS INC,21032,325414,2836,VKTX,Drugs,vikingtherapeutics.com,4
T2 BIOSYSTEMS INC,21033,325413,2835,TTOO,Drugs,t2biosystems.com,4
DIPLOMAT PHARMACY INC,21047,446110,5912,DPLO,Rtail,diplomatpharmacy.com,1
MONOGRAM RESIDENTIAL TRUST,21073,531110,6798,MORE,Fin,monogramres.com,5
STATE NATIONAL COS INC,21079,524126,6331,SNC,Insur,statenational.com,5
MABVAX THERAPEUTICS HLDGS,21082,325414,2836,MBVX,Drugs,inceptusmedical.com,4
REWALK ROBOTICS LTD,21103,339113,3842,RWLK,MedEq,rewalk.com,4
SUNSHINE BANCORP INC,21111,522120,6035,SBCP,Banks,mysunshinebank.com,5
ACCELERATE DIAGNOSTICS INC,21118,325413,2835,AXDX,Drugs,acceleratediagnostics.com,4
EL POLLO LOCO HOLDINGS INC,21124,722511,5812,LOCO,Meals,elpolloloco.com,1
FIBROCELL SCIENCE INC,21132,325414,2836,FCSC,Drugs,fibrocell.com,4
RIGHTSIDE GROUP LTD,21138,519130,7370,NAME,BusSv,aspenlawn.com,3
OTONOMY INC,21145,325414,2836,OTIC,Drugs,otonomy.com,4
ASTERIAS BIOTHERAPEUTICS INC,21150,325414,2836,AST,Drugs,asteriasbiotherapeutics.com,4
INDEPENDENCE CONTRACT DRLLNG,21165,213111,1381,ICD,Oil,icdrilling.com,2
CONTRAFECT CORP,21223,325414,2836,CFRX,Drugs,contrafect.com,4
LIBERTY BROADBAND CORP,21227,511210,7372,LBRDK,BusSv,libertybroadband.com,3
NTN BUZZTIME INC,21232,517110,4899,NTN,Telcm,buzztime.com,3
TETRA TECHNOLOGIES INC/DE,21237,213112,1389,TTI,Oil,tetratec.com,2
VICOR CORP,21238,334419,3679,VICR,Chips,vicorpower.com,3
CHINA GREEN AGRICULTURE INC,21241,325320,2870,CGA,Chems,cgagri.com,2
EYEGATE PHARMACEUTICALS INC,21282,325412,2834,EYEG,Drugs,eyegatepharma.com,4
GREEN BANCORP INC,21326,522110,6020,GNBC,Banks,greenbank.com,5
HALYARD HEALTH INC,21352,339113,3842,HYH,MedEq,samsonpaper.net,4
TOKAI PHARMACEUTICALS INC,21362,325414,2836,TKAI,Drugs,tokaipharma.com,4
SECOND SIGHT MEDICAL PRODS,21421,334510,3845,EYES,MedEq,secondsight.com,4
GRANITE CONSTRUCTION INC,21429,237310,1600,GVA,Cnstr,graniteconstruction.com,5
CALIFORNIA RESOURCES CORP,21431,211111,1311,CRC,Oil,crc.com,2
ZAYO GROUP HOLDINGS INC,21433,517919,4899,ZAYO,Telcm,zayo.com,3
LANDSTAR SYSTEM INC,21440,484121,4213,LSTR,Trans,landstar.com,5
B/E AEROSPACE INC,21487,336360,2531,BEAV,Paper,beaerospace.com,2
KEMPER CORP/DE,21503,524126,6331,KMPR,Insur,kemper.com,5
UNIVAR INC,21515,424690,5160,UNVR,Whlsl,univar.com,1
CORINDUS VASCULAR ROBOTICS,21520,334510,3845,CVRS,MedEq,corindus.com,4
WAYFAIR INC,21540,454111,5961,W,Rtail,wayfair.com,1
AAON INC,21542,333415,3585,AAON,Mach,aaon.com,2
MEDLEY MANAGEMENT INC,21547,523920,6282,MDLY,Fin,mdly.com,5
CIVISTA BANCSHARES INC,21593,522110,6020,CIVB,Banks,civb.com,5
PARAMOUNT GROUP INC,21604,531120,6798,PGRE,Fin,paramount-group.com,5
GREAT WESTERN BANCORP INC,21616,522110,6020,GWB,Banks,greatwesternbank.com,5
DERMIRA INC,21617,325414,2836,DERM,Drugs,dermira.com,4
JAGUAR ANIMAL HEALTH INC-OLD,21619,325412,2834,JAGX.1,Drugs,furandfeathertaxidermy.com,4
VIVINT SOLAR INC,21626,335999,3620,VSLR,ElcEq,vivintsolar.com,2
CALITHERA BIOSCIENCES INC,21627,325414,2836,CALA,Drugs,calithera.com,4
USD PARTNERS LP,21628,486110,4610,USDP,Trans,usdpartners.com,5
STORE CAPITAL CORP,21630,531120,6798,STOR,Fin,storecapital.com,5
VERITEX HOLDINGS INC,21633,522110,6020,VBTX,Banks,veritexbank.com,5
PRA HEALTH SCIENCES INC,21739,541711,8731,PRAH,BusSv,prahs.com,3
NVE CORP,21743,334413,3674,NVEC,Chips,nve.com,3
XENON PHARMACEUTICALS INC,21744,325414,2836,XENE,Drugs,xenon-pharma.com,4
CDK GLOBAL INC,21761,519130,7370,CDK,BusSv,cdkglobal.com,3
MERIT MEDICAL SYSTEMS INC,21777,339112,3841,MMSI,MedEq,merit.com,4
FRESHPET INC,21798,311111,2040,FRPT,Food,freshpet.com,1
VWR CORP,21801,423490,5040,VWR,Whlsl,vwr.com,1
PROTEON THERAPEUTICS INC,21802,325414,2836,PRTO,Drugs,proteontherapeutics.com,4
ELDORADO RESORTS INC,21808,713210,7990,ERI,Fun,eldoradoresorts.com,5
TRIUMPH BANCORP INC,21815,522120,6036,TBK,Banks,triumphbancorp.com,5
TRAVELPORT WORLDWIDE LTD,21816,519130,7370,TVPT,BusSv,travelport.com,3
CITIZENS FINANCIAL GROUP INC,21825,522110,6020,CFG,Banks,citizensbank.com,5
GREAT BASIN SCIENTIFIC INC,21826,325413,2835,GBSNQ,Drugs,gbscience.com,4
VIVEVE MEDICAL INC,21838,334510,3845,VIVE,MedEq,christiantylerproperties.com,4
COHERUS BIOSCIENCES INC,21841,325414,2836,CHRS,Drugs,coherus.com,4
METALDYNE PERFORMANCE GROUP,21845,336350,3714,MPG,Autos,mpgdriven.com,1
BOOT BARN HOLDINGS INC,21898,448210,5661,BOOT,Rtail,bootbarn.com,1
PENNTEX MIDSTREAM PRTNRS LP,21899,486210,4922,PTXP,Util,penntex.com,2
FIBROGEN INC,21901,325414,2836,FGEN,Drugs,fibrogen.com,4
PANGAEA LOGISTICS SOLUTIONS,21904,483111,4412,PANL,Trans,pangaeals.com,5
NEVRO CORP,21916,334510,3845,NVRO,MedEq,nevro.com,4
DOMINION ENRG MIDSTRM PRT LP,21918,486210,4922,DM,Util,dommidstream.com,2
HABIT RESTAURANTS INC (THE),21983,722511,5812,HABT,Meals,habitburger.com,1
MELROSE BANCORP INC,21990,522110,6020,MELR,Banks,melrosecoop.com,5
NEOTHETICS INC,21998,325412,2834,NEOT,Drugs,neothetics.com,4
CONNECTURE INC,21999,519130,7370,CNXR,BusSv,connecture.com,3
WORKIVA INC,22000,519130,7370,WK,BusSv,workiva.com,3
NEW SENIOR INVESTMENT GROUP,22025,531110,6798,SNR,Fin,newseniorinv.com,5
CORBUS PHARMACEUTICALS HLDGS,22035,325414,2836,CRBP,Drugs,corbuspharma.com,4
SIENTRA INC,22037,339113,3842,SIEN,MedEq,sientra.com,4
UPLAND SOFTWARE INC,22040,519130,7370,UPLD,BusSv,uplandsoftware.com,3
GREEN BRICK PARTNERS INC,22047,236117,1531,GRBK,Cnstr,greenbrickpartners.com,5
CONTANGO OIL & GAS CO,22053,211111,1311,MCF,Oil,contango.com,2
JOINT CORP (THE),22082,533110,6794,JYNT,Fin,thejoint.com,5
INTL BANCSHARES CORP,22086,522110,6020,IBOC,Banks,ibc.com,5
ASHFORD INC,22119,541611,8742,AINC,BusSv,ashfordinc.com,5
LANDMARK INFRAST PRTNS LP,22124,531190,6519,LMRK,RlEst,landmarkmlp.com,5
INOTEK PHARMACEUTICALS CORP,22129,325414,2836,ITEK,Drugs,inotekpharma.com,4
AXALTA COATING SYSTEMS LTD,22134,325510,2851,AXTA,Chems,axaltacs.com,2
RICE MIDSTREAM PARTNERS LP,22159,211111,1311,RMP,Oil,ricemidstream.com,2
ON DECK CAPITAL INC,22165,522298,6159,ONDK,Banks,ondeck.com,5
HORTONWORKS INC,22178,511210,7372,HDP,BusSv,hortonworks.com,3
UNIQUE FABRICATING INC,22180,336390,3714,UFAB,Autos,uniquefab.com,1
NEW RELIC INC,22182,519130,7370,NEWR,BusSv,newrelic.com,3
COUNTY BANCORP INC,22201,522110,6020,ICBK,Banks,investorscommunitybank.com,5
TRUEBLUE INC,22207,561320,7363,TBI,BusSv,trueblue.com,5
HISTOGENICS CORP,22229,339113,3842,HSGX,MedEq,histogenics.com,4
JUNO THERAPEUTICS INC,22230,325414,2836,JUNO,Drugs,junotherapeutics.com,4
BELLICUM PHARMACEUTICALS INC,22258,325414,2836,BLCM,Drugs,bellicum.com,4
HCA HEALTHCARE INC,22260,622110,8062,HCA,Hlth,hcahealthcare.com,4
XILINX INC,22325,334413,3674,XLNX,Chips,xilinx.com,3
KLX INC,22343,423860,5080,KLXI,Whlsl,klx.com,1
LRAD CORP,22373,334310,3651,LRAD,Toys,lradx.com,1
PAR PACIFIC HOLDINGS INC,22447,324110,2911,PARR,Oil,parpacific.com,2
URBAN EDGE PROPERTIES,22459,531120,6798,UE,Fin,uedge.com,5
MEDOVEX CORP,22484,334510,3845,MDVX,MedEq,medovex.com,4
GOOD TIMES RESTAURANTS INC,22543,722513,5812,GTIM,Meals,goodtimesburgers.com,1
PIERIS PHARMACEUTICALS INC,22590,325414,2836,PIRS,Drugs,pieris.com,4
SUMMIT MATERIALS INC,22603,212312,1400,SUM,Mines,summit-materials.com,5
INFRAREIT INC,22629,531190,6798,HIFR,Fin,infrareitinc.com,5
LANNETT CO INC,22632,325412,2834,LCI,Drugs,lannett.com,4
VISTA OUTDOOR INC,22653,33299,3480,VSTO,Guns,vistaoutdoor.com,2
ENTELLUS MEDICAL INC,22667,334510,3845,ENTL,MedEq,entellusmedical.com,4
SHAKE SHACK INC,22672,722513,5812,SHAK,Meals,shakeshack.com,1
FLEX PHARMA INC,22673,325412,2834,FLKS,Drugs,flex-pharma.com,4
EASTERLY GOVERNMENT PPTYS,22674,531120,6798,DEA,Fin,easterlyreit.com,5
TRACON PHARMACEUTICALS INC,22697,325414,2836,TCON,Drugs,traconpharma.com,4
AVINGER INC,22704,334510,3841,AVGR,MedEq,avinger.com,4
INOVALON HOLDINGS INC,22708,519130,7370,INOV,BusSv,inovalon.com,3
SPARK THERAPEUTICS INC,22709,325414,2836,ONCE,Drugs,sparktx.com,4
HTG MOLECULAR DIAGNOSTICS,22713,325413,2835,HTGM,Drugs,htgmolecular.com,4
NEXVET BIOPHARMA PLC,22715,325414,2836,NVET,Drugs,nexvet.com,4
STOCK YARDS BANCORP INC,22717,522110,6020,SYBT,Banks,syb.com,5
PATRIOT TRANSPORTATION HLDG,22731,484230,4213,PATI,Trans,patriottrans.com,5
CHEMOURS CO,22741,325130,2860,CC,Chems,chemours.com,2
TEL-INSTRUMENT ELECTRONICS,22761,334515,3825,TIK,LabEq,telinstrument.com,3
UQM TECHNOLOGIES INC,22772,335312,3621,UQM,ElcEq,uqm.com,2
COMMAND SECURITY CORP,22797,561612,7381,MOC,BusSv,commandsecurity.com,5
TRIMBLE INC,22815,334519,3829,TRMB,LabEq,trimble.com,3
GREAT AJAX CORP,22853,525990,6798,AJX,Fin,great-ajax.com,5
CKX LANDS INC,22861,533110,6792,CKX,Fin,ckxlands.com,5
INVITAE CORP,22867,621511,8071,NVTA,Hlth,invitae.com,4
QUINPARIO ACQUISITION CORP 2,22878,999990,9995,QPAC,Other,quinpario.com,5
BELLEROPHON THERAPEUTICS INC,22927,334510,3845,BLPH,MedEq,bellerophon.com,4
